text,sub_emotion,intensity,emotion,emotion_encoded,sub_emotion_encoded,intensity_encoded
The Heart of Waver,neutral,mild,neutral,4,20,0
I killed you ten and Flore,anger,moderate,anger,0,2,1
"I mean, Gripin from some",confusion,mild,surprise,6,6,0
Frano,neutral,mild,neutral,4,20,0
طيب بس بقى في الليفستايل؟,curiosity,mild,happiness,3,7,0
عشان نشبه بعض يعني طلعنا,realization,mild,surprise,6,23,0
actually?,curiosity,mild,happiness,3,7,0
Voyex means,confusion,mild,surprise,6,6,0
We got a lot like some and grapes,confusion,mild,surprise,6,6,0
I loved frankly,love,moderate,happiness,3,18,1
Me too,love,mild,happiness,3,18,0
Did you love you?,curiosity,mild,happiness,3,7,0
"Oh, strong",admiration,mild,happiness,3,0,0
We are looking together again?,curiosity,mild,happiness,3,7,0
In Jordan or in Egypt?,curiosity,mild,happiness,3,7,0
two,neutral,mild,neutral,4,20,0
You don't forget to do this video,neutral,mild,neutral,4,20,0
And Voloh in Instalkel on Facebook,neutral,mild,neutral,4,20,0
Ventjaram,neutral,mild,neutral,4,20,0
Tik Talk and Twitter,neutral,mild,neutral,4,20,0
And Mubasreb on YouTube,neutral,mild,neutral,4,20,0
If you want to Tigua in Da Det Det Shu,confusion,mild,surprise,6,6,0
اعملوا شير للفيديو ده,neutral,mild,neutral,4,20,0
And the crown of three of your companions in the Community,neutral,mild,neutral,4,20,0
"Ok, what do you say?",curiosity,mild,happiness,3,7,0
Hmmm,neutral,mild,neutral,4,20,0
Betji on Jordan,neutral,mild,neutral,4,20,0
Where will you sit in Jordan?,curiosity,mild,happiness,3,7,0
"In Jordan, there are many sweet needs",optimism,mild,happiness,3,21,0
"I mean, in it, the buttock",confusion,mild,surprise,6,6,0
"In it, the dream about us",curiosity,mild,happiness,3,7,0
You come and the topic is easy,optimism,mild,happiness,3,21,0
Think about the topic?,curiosity,mild,happiness,3,7,0
What do you leave in Egypt?,curiosity,mild,happiness,3,7,0
Translated,neutral,mild,neutral,4,20,0
I wish you fell dead here on the spot.,anger,strong,anger,0,2,2
That's not true.,disapproval,mild,disgust,1,10,0
"Ameke, Ameke, Ameke, you have said more.",annoyance,mild,anger,0,3,0
I'm leaving here. I am getting there ... I think so ...,neutral,mild,neutral,4,20,0
But they can also say how they have it?,curiosity,mild,happiness,3,7,0
"Not yes, but it is not.",confusion,mild,surprise,6,6,0
"People always want to be right. If they don't have it, she will make it.",annoyance,moderate,anger,0,3,1
I think my neighbor lives alone on an island. I think so.,curiosity,mild,happiness,3,7,0
"We have to go through that sour apple, but for that we are here.",optimism,moderate,happiness,3,21,1
I just thought it would happen that way.,realization,mild,surprise,6,23,0
I am on my way to the 77-year-old Anneke from Montfoort.,neutral,mild,neutral,4,20,0
She is the proud owner of a wonderful senior home ...,pride,mild,happiness,3,22,0
With Wijts View over the Utrecht meadows.,admiration,mild,happiness,3,0,0
"Well, what more do you want, I hear you think.",curiosity,mild,happiness,3,7,0
"Well, no annoyance, for example.",annoyance,mild,anger,0,3,0
Because since the neighbors have added a whimper of a conservatory ...,annoyance,moderate,anger,0,3,1
Anneke annoys an accident.,annoyance,strong,anger,0,3,2
"When I sit on the balcony, I just feel locked up.",annoyance,moderate,anger,0,3,1
That you ... that window view is just completely gone.,disappointment,moderate,sadness,5,9,1
"The neighbors in question, Gerda and Hans, believe that Anneke should not complain that way.",disapproval,mild,disgust,1,10,0
That conservatory is completely fine there and moreover it meets all the rules.,neutral,mild,neutral,4,20,0
"In short, people, don't get annoyed.",annoyance,mild,anger,0,3,0
She eats her own from the inside.,disgust,moderate,disgust,1,11,1
"Yes, it's just the jealousy.",realization,mild,surprise,6,23,0
"In the meantime, both neighbors have made a considerable game of it.",annoyance,moderate,anger,0,3,1
And so it is high time that Master Visser and I travel to Montfoort ...,optimism,moderate,happiness,3,21,1
To ensure that the game is off forever.,optimism,strong,happiness,3,21,2
I am Anneke Jongerius and I came to live here in 2011.,neutral,mild,neutral,4,20,0
I was very proud to be able to buy this house on my own.,pride,moderate,happiness,3,22,1
But that became a lot less almost two years ago.,sadness,mild,sadness,5,26,0
"Yes, this is to get in.",neutral,mild,neutral,4,20,0
"Well, there he comes right?",neutral,mild,neutral,4,20,0
"No, you first have to walk around here.",neutral,mild,neutral,4,20,0
Look now. I am Gerda Vreeswijk and I have been living here for 15 years now.,neutral,mild,neutral,4,20,0
And I think it's a wonderful place here.,neutral,mild,neutral,4,20,0
A Lottertelotterij.,amusement,mild,happiness,3,1,0
"Yes, it's really a Lottertelotterij.",amusement,mild,happiness,3,1,0
One day I had a conversation with the neighbor ...,neutral,mild,neutral,4,20,0
And then she told me that she had a roof made.,neutral,mild,neutral,4,20,0
"I thought, well, a roof.",neutral,mild,neutral,4,20,0
"But in the end, after a week, it turned out to be a conservatory.",surprise,mild,surprise,6,27,0
"The neighbor, who has trouble with it.",annoyance,mild,anger,0,3,0
But this is my place and I can do what I want with that.,pride,moderate,happiness,3,22,1
I have sun here up to an hour or two or three.,neutral,mild,neutral,4,20,0
But now in the spring and autumn it is just not.,disappointment,mild,sadness,5,9,0
The rude view is also completely gone.,disappointment,moderate,sadness,5,9,1
It looks like you're looking over a corner.,curiosity,mild,happiness,3,7,0
"I just think it's, yes ...",neutral,mild,neutral,4,20,0
I just feel locked up.,annoyance,moderate,anger,0,3,1
I also don't have a soup.,neutral,mild,neutral,4,20,0
She has set a room to move a chair.,neutral,mild,neutral,4,20,0
So she nags not to do anything.,annoyance,moderate,anger,0,3,1
So she nags for nothing.,annoyance,moderate,anger,0,3,1
"At first I thought it was very nice, but I am so disappointed.",disappointment,strong,sadness,5,9,2
I can't tell how someone can be like that.,confusion,moderate,surprise,6,6,1
I just don't understand that.,confusion,moderate,surprise,6,6,1
"So, there we are.",neutral,mild,neutral,4,20,0
It is beautiful mouth -watering.,admiration,mild,happiness,3,0,0
Do you have to take a look.,curiosity,mild,happiness,3,7,0
"Under the smoke of Utrecht, but with this view.",admiration,mild,happiness,3,0,0
"Best of Both Worlds, we say. We all want that, right?",optimism,mild,happiness,3,21,0
"But yes, without a fight with the neighbors.",annoyance,mild,anger,0,3,0
"Here on the corner, that's the house of Gerda and Hans.",neutral,mild,neutral,4,20,0
"And in addition, neighbor Anneke lives.",neutral,mild,neutral,4,20,0
And then it can't miss it ...,neutral,mild,neutral,4,20,0
Then that is the conservatory that plays the leading role today.,neutral,mild,neutral,4,20,0
But thanks to that conservatory it is far from cozy.,disappointment,moderate,sadness,5,9,1
First drink a cup of coffee at Anneke.,neutral,mild,neutral,4,20,0
"Yes, look now. What a nice courtyard.",admiration,mild,happiness,3,0,0
With all seniors.,neutral,mild,neutral,4,20,0
"Good morning. Goedemorgen, Victor.",neutral,mild,neutral,4,20,0
"I'm Anneke. Victor, pleasant.",neutral,mild,neutral,4,20,0
I come and chat with you about the hassle around the conservatory of the neighbors.,annoyance,mild,anger,0,3,0
"Yes. Crying you are closer than laughing, I see.",sadness,moderate,sadness,5,26,1
"Yes, I can say that. Well, then I'll come in soon.",neutral,mild,neutral,4,20,0
You have coins. Come on.,neutral,mild,neutral,4,20,0
It's against the ants. Oh against the ants.,neutral,mild,neutral,4,20,0
"Oh, wow.",surprise,mild,surprise,6,27,0
"Well, Victor, you see it. This is my terrace.",neutral,mild,neutral,4,20,0
"Beautiful, say. Yes.",admiration,mild,happiness,3,0,0
View of the sheep.,neutral,mild,neutral,4,20,0
"Here, yes. Not meant there.",neutral,mild,neutral,4,20,0
Yes. I have lost the spatial vision ...,sadness,moderate,sadness,5,26,1
And I just lost a piece of view and so on.,sadness,moderate,sadness,5,26,1
"Because just for me, ma'am.",neutral,mild,neutral,4,20,0
The fence used to be here ...,neutral,mild,neutral,4,20,0
And then you could even look a little over the fence ...,neutral,mild,neutral,4,20,0
And then it was more open spatially.,neutral,mild,neutral,4,20,0
"Well, you know, this piece is ...",neutral,mild,neutral,4,20,0
Then you could look over it.,neutral,mild,neutral,4,20,0
And then you could look past it and that is gone.,sadness,moderate,sadness,5,26,1
That is gone. Yes. Everything is gone.,grief,strong,sadness,5,16,2
Well. I just feel locked up by that thing.,annoyance,moderate,anger,0,3,1
Yes. I see that you are a blood saw clean.,confusion,mild,surprise,6,6,0
Or is that because of me?,curiosity,mild,happiness,3,7,0
"No, that's because. Yes.",neutral,mild,neutral,4,20,0
"Yes, I just feel frustrated. Just...",annoyance,moderate,anger,0,3,1
I have seen tears on the balcony this summer.,sadness,mild,sadness,5,26,0
"I thought, damn it. Maybe instigator ...",remorse,mild,sadness,5,25,0
But I think why are you doing this?,confusion,moderate,surprise,6,6,1
So far the view. What else is you bothered by?,curiosity,mild,happiness,3,7,0
Less sun. Less sun on the short was.,disappointment,mild,sadness,5,9,0
In the summer it comes so far.,neutral,mild,neutral,4,20,0
And normally it was the whole balcony.,disappointment,mild,sadness,5,9,0
And I also have flooding.,annoyance,moderate,anger,0,3,1
Flooding? Yes. And where does the water come from?,curiosity,mild,happiness,3,7,0
Yes. From that thing. There is no flood defense at all.,annoyance,moderate,anger,0,3,1
So what happens if there is a sturdy rain shower?,curiosity,mild,happiness,3,7,0
Then it gets completely wet. Finished.,annoyance,moderate,anger,0,3,1
And that coffin has never been so green since that thing is there.,disapproval,moderate,disgust,1,10,1
So all that attack comes from the water that comes from the jetty?,curiosity,mild,happiness,3,7,0
Yes. And there will be no sun. So it stays wet?,disappointment,mild,sadness,5,9,0
Yes. And what happens then ...,curiosity,mild,happiness,3,7,0
"Yes, if there is a solar fence, you will blood on loers.",confusion,mild,surprise,6,6,0
But that makes it slippery.,neutral,mild,neutral,4,20,0
Yes. So I'm afraid to walk on the balcony.,fear,moderate,fear,2,14,1
I have two artificial knees and an artificial hip. I think it's enough.,neutral,mild,neutral,4,20,0
"Oh, you are a kind of Bionic Woman. Yes. Precisely. With a robot.",amusement,mild,happiness,3,1,0
I understand that very well that you are careful there.,caring,mild,happiness,3,5,0
Because the sun will not get there anymore and then it will stay wet.,disappointment,mild,sadness,5,9,0
"Well, it's more that piece too. Anyway.",neutral,mild,neutral,4,20,0
I see that the entire terrace is green.,disapproval,mild,disgust,1,10,0
Nice that the ducks come by. Do you still enjoy that?,curiosity,mild,happiness,3,7,0
"Yes, yes, yes. Certainly. And rabbits ... or hares are there too.",joy,mild,happiness,3,17,0
Hazes are there too. Great. But they are not there.,confusion,mild,surprise,6,6,0
They were afraid of you. No. Are there no hares yet?,amusement,mild,happiness,3,1,0
We just don't want to see you. Shall we just inside ...,disapproval,mild,disgust,1,10,0
Chat a little further about it with a cup of coffee?,neutral,mild,neutral,4,20,0
"Yes, please.",neutral,mild,neutral,4,20,0
"How long do you live here now, Anneke? Since 2011.",neutral,mild,neutral,4,20,0
And how was the contact with Gerda at the beginning?,curiosity,mild,happiness,3,7,0
Just a very nice neighbor. Also caring.,admiration,mild,happiness,3,0,0
We had a girlfriend group with cards and games and such.,neutral,mild,neutral,4,20,0
Nice. And it was very nice.,joy,mild,happiness,3,17,0
You were just girlfriends? Yes. Certainly.,joy,mild,happiness,3,17,0
"And I just miss that. Yes, do you miss that?",sadness,mild,sadness,5,26,0
"Yes, of course. Because the girlfriend club no longer exists, I understand.",sadness,mild,sadness,5,26,0
No. And how did that happen?,curiosity,mild,happiness,3,7,0
Yes. Because of those zerren.,confusion,mild,surprise,6,6,0
Through the Zerren? Yes. Really and truly?,surprise,mild,surprise,6,27,0
Yes. And it went to me. So that's ...,disappointment,mild,sadness,5,9,0
I don't have to nag.,annoyance,mild,anger,0,3,0
They give you the feeling that you are a big whining ...,disapproval,moderate,disgust,1,10,1
I have two. Look.,neutral,mild,neutral,4,20,0
"One, two. Ajoe.",neutral,mild,neutral,4,20,0
And out.,neutral,mild,neutral,4,20,0
We usually did not play people R here.,neutral,mild,neutral,4,20,0
And I think it's a shame that it ended this way.,disappointment,moderate,sadness,5,9,1
So ...,neutral,mild,neutral,4,20,0
I was very fermented.,anger,strong,anger,0,2,2
"How she deals with me, I think ...",disapproval,moderate,disgust,1,10,1
Yes. Look. That was it.,neutral,mild,neutral,4,20,0
Because how long has the zerren been there?,curiosity,mild,happiness,3,7,0
Two years. Almost two years.,neutral,mild,neutral,4,20,0
And how did that go?,curiosity,mild,happiness,3,7,0
Did they consult that with you in advance?,curiosity,mild,happiness,3,7,0
There was a chat about the balcony.,neutral,mild,neutral,4,20,0
"And then she said of ... well, Anneke, I have a roof made.",neutral,mild,neutral,4,20,0
And did you agree then? Or did you still ask?,curiosity,mild,happiness,3,7,0
"No, it was only communicated. And I thought ...",disappointment,moderate,sadness,5,9,1
"Oh, roof. It would be better than expected.",optimism,mild,happiness,3,21,0
And I think ... I see it.,realization,mild,surprise,6,23,0
Yet it is there. Yes.,neutral,mild,neutral,4,20,0
How did that go? One day they started building.,curiosity,mild,happiness,3,7,0
Yes. Do you take me to that day?,curiosity,mild,happiness,3,7,0
"Well, it took a week.",neutral,mild,neutral,4,20,0
And I was all the way here on the Winden Drover.,neutral,mild,neutral,4,20,0
I thought ... what is this? No roof is made at all.,confusion,moderate,surprise,6,6,1
You were eating in that beautiful chair?,curiosity,mild,happiness,3,7,0
Yes. Precisely.,neutral,mild,neutral,4,20,0
I sit there and I see that there is a whole danger to.,fear,moderate,fear,2,14,1
"Well, I got so angry.",anger,strong,anger,0,2,2
And in the end there was such a workman on my balcony.,neutral,mild,neutral,4,20,0
"Then I said, you are gone. Yes, I was so frightened.",fear,strong,fear,2,14,2
"I have never been so angry in my life, really.",anger,strong,anger,0,2,2
"I've never experienced that, this, really.",surprise,strong,surprise,6,27,2
And then it was ready and then Gerda came to ring the bell.,neutral,mild,neutral,4,20,0
"And why, I still know that, but I was so angry now.",anger,strong,anger,0,2,2
"I say, I am not so happy with this, to be honest.",disappointment,moderate,sadness,5,9,1
"Well, six, if you are not with it, then you will sell your house.",disapproval,moderate,disgust,1,10,1
Then you have to sell your house.,disapproval,moderate,disgust,1,10,1
Did she say that?,surprise,moderate,surprise,6,27,1
"I just feel, eh, yes ...",confusion,mild,surprise,6,6,0
Whether it is all nothing to do with ...,confusion,mild,surprise,6,6,0
Sounds a bit like the neighbor is a fairly spicy type.,disapproval,mild,disgust,1,10,0
"You say so, I know for sure.",neutral,mild,neutral,4,20,0
"It's, yes ... no, sorry, I'm not saying it. That's them.",disapproval,mild,disgust,1,10,0
And you don't really dare to compete with that?,curiosity,mild,happiness,3,7,0
"And when I enter into discussion with her, I don't win.",disappointment,moderate,sadness,5,9,1
"And that is not about winning, but then ...",realization,mild,surprise,6,23,0
"Yes, but that is a bit exemplary for how you are in the competition.",disapproval,moderate,disgust,1,10,1
You are just a bit afraid of the neighbor.,fear,mild,fear,2,14,0
